ORIGIN,DEST,PASSENGERS
ABY,SMF,10.0
ABY,SNA,13.0
ABY,SRQ,4.0
ABY,STL,47.0
ABY,STT,2.0
ABY,STX,2.0
ABY,SYR,6.0
ABY,TPA,25.0
ABY,TRI,1.0
ABY,TUL,8.0
ABY,TUS,9.0
ABY,TVC,1.0
ABY,TYS,9.0
ABY,XNA,15.0
ACK,ABI,1.0
ACK,ABQ,9.0
ACK,ABY,2.0
ACK,ACT,2.0
ACK,AEX,2.0
ACK,AGS,6.0
ACK,AMA,1.0
ACK,ANC,1.0
ACK,ASE,10.0
ACK,ATL,229.0
ACK,AUS,59.0
ACK,AVL,18.0
ACK,BHM,19.0
ACK,BIS,1.0
ACK,BNA,111.0
ACK,BOI,1.0
ACK,BOS,1008.0
ACK,BRO,1.0
ACK,BTV,5.0
ACK,BUF,34.0
ACK,BUR,5.0
ACK,BWI,8.0
ACK,BZN,3.0
ACK,CAE,5.0
ACK,CAK,1.0
ACK,CHA,2.0
ACK,CHO,10.0
ACK,CHS,103.0
ACK,CID,2.0
ACK,CLE,50.0
ACK,CLL,1.0
ACK,CLT,129.0
ACK,CMH,46.0
ACK,CRP,1.0
ACK,CRW,1.0
ACK,CVG,49.0
ACK,CWA,1.0
ACK,DAB,4.0
ACK,DAY,2.0
ACK,DCA,1458.0
ACK,DEN,145.0
ACK,DFW,176.0
ACK,DRO,1.0
ACK,DSM,9.0
ACK,DTW,86.0
ACK,ECP,2.0
ACK,EGE,2.0
ACK,ERI,1.0
ACK,EVV,1.0
ACK,EWN,2.0
ACK,EWR,574.0
ACK,EYW,4.0
ACK,FAR,2.0
ACK,FAT,2.0
ACK,FLL,142.0
ACK,FSD,3.0
ACK,FWA,1.0
ACK,GEG,4.0
ACK,GJT,2.0
ACK,GRB,1.0
ACK,GRR,7.0
ACK,GSO,15.0
ACK,GSP,17.0
ACK,GTF,1.0
ACK,GUC,1.0
ACK,HDN,1.0
ACK,HOU,1.0
ACK,HPN,1412.0
ACK,IAD,6.0
ACK,IAH,97.0
ACK,ICT,4.0
ACK,IDA,1.0
ACK,ILM,9.0
ACK,IND,26.0
ACK,ITH,3.0
ACK,JAC,3.0
ACK,JAN,5.0
ACK,JAX,39.0
ACK,JFK,1514.0
ACK,LAS,23.0
ACK,LAX,189.0
ACK,LBB,1.0
ACK,LCH,2.0
ACK,LEB,1.0
ACK,LEX,5.0
ACK,LFT,2.0
ACK,LGA,2007.0
ACK,LIT,6.0
ACK,MAF,2.0
ACK,MCI,25.0
ACK,MCO,88.0
ACK,MDT,3.0
ACK,MEM,14.0
ACK,MGM,1.0
ACK,MIA,81.0
ACK,MKE,14.0
ACK,MLB,1.0
ACK,MLI,1.0
ACK,MLU,3.0
ACK,MRY,4.0
ACK,MSN,6.0
ACK,MSP,75.0
ACK,MSY,25.0
ACK,MYR,6.0
ACK,OKC,6.0
ACK,OMA,9.0
ACK,ONT,3.0
ACK,ORD,329.0
ACK,ORF,23.0
ACK,PBI,262.0
ACK,PDX,28.0
ACK,PHL,255.0
ACK,PHX,36.0
ACK,PIA,1.0
ACK,PIT,69.0
ACK,PNS,2.0
ACK,RAP,1.0
ACK,RDM,2.0
ACK,RDU,95.0
ACK,RIC,53.0
ACK,RKD,1.0
ACK,RNO,5.0
ACK,ROA,2.0
ACK,ROC,27.0
ACK,RSW,56.0
ACK,SAF,4.0
ACK,SAN,46.0
ACK,SAT,12.0
ACK,SAV,26.0
ACK,SBA,4.0
ACK,SBP,2.0
ACK,SBY,2.0
ACK,SCE,3.0
ACK,SDF,19.0
ACK,SEA,29.0
ACK,SFO,196.0
ACK,SGF,2.0
ACK,SJC,4.0
ACK,SJU,7.0
ACK,SLC,28.0
ACK,SMF,8.0
ACK,SNA,11.0
ACK,SRQ,11.0
ACK,STL,41.0
ACK,STX,1.0
ACK,SUN,1.0
ACK,SYR,12.0
ACK,TLH,5.0
ACK,TPA,74.0
ACK,TUL,5.0
ACK,TUS,2.0
ACK,TVC,3.0
ACK,TYS,17.0
ACK,VLD,1.0
ACK,VPS,2.0
ACK,XNA,11.0
ACT,ABQ,32.0
ACT,ACK,1.0
ACT,ACY,1.0
ACT,AEX,1.0
ACT,AGS,5.0
ACT,ALB,7.0
ACT,ALW,1.0
ACT,AMA,23.0
ACT,ANC,12.0
ACT,AOO,1.0
ACT,ART,2.0
ACT,ASE,10.0
ACT,ATL,121.0
ACT,ATW,3.0
ACT,AVL,3.0
ACT,AVP,2.0
ACT,AZO,1.0
ACT,BDL,19.0
ACT,BFL,7.0
ACT,BGR,5.0
ACT,BHM,53.0
ACT,BIL,2.0
ACT,BIS,1.0
ACT,BMI,6.0
ACT,BNA,135.0
ACT,BOI,12.0
ACT,BOS,61.0
ACT,BRL,1.0
ACT,BRO,15.0
ACT,BRW,1.0
ACT,BTR,20.0
ACT,BTV,2.0
ACT,BUF,16.0
ACT,BUR,8.0
ACT,BWI,27.0
ACT,BZN,13.0
ACT,CAE,7.0
ACT,CGI,1.0
ACT,CHA,30.0
ACT,CHO,4.0
ACT,CHS,24.0
ACT,CID,14.0
ACT,CLE,52.0
ACT,CLT,130.0
ACT,CMH,60.0
ACT,CMI,3.0
ACT,COS,44.0
ACT,COU,22.0
ACT,CRP,12.0
ACT,CVG,42.0
ACT,CWA,5.0
ACT,DAY,17.0
ACT,DCA,137.0
ACT,DEN,202.0
ACT,DFW,47.0
ACT,DRO,10.0
ACT,DSM,45.0
ACT,DTW,63.0
ACT,ECP,3.0
ACT,EGE,9.0
ACT,ELP,64.0
ACT,ERI,1.0
ACT,EUG,5.0
ACT,EVV,4.0
ACT,EWN,3.0
ACT,EWR,30.0
ACT,EYW,7.0
ACT,FAI,3.0
ACT,FAR,5.0
ACT,FAT,35.0
ACT,FAY,3.0
ACT,FCA,4.0
ACT,FLG,1.0
ACT,FLL,41.0
ACT,FLO,1.0
ACT,FNT,1.0
ACT,FSD,5.0
ACT,FSM,2.0
ACT,FWA,6.0
ACT,GCK,4.0
ACT,GEG,9.0
ACT,GGG,1.0
ACT,GGW,1.0
ACT,GJT,13.0
ACT,GNV,5.0
ACT,GPT,12.0
ACT,GRB,2.0
ACT,GRR,36.0
ACT,GSO,15.0
ACT,GSP,27.0
ACT,GUC,5.0
ACT,HDN,1.0
ACT,HNL,13.0
ACT,HOU,5.0
ACT,HRL,6.0
ACT,HSV,14.0
ACT,HTS,1.0
ACT,IAD,23.0
ACT,IAH,15.0
ACT,ICT,24.0
ACT,ILM,9.0
ACT,IND,51.0
ACT,ITO,1.0
ACT,JAC,6.0
ACT,JAN,12.0
ACT,JAX,45.0
ACT,JFK,17.0
ACT,LAN,1.0
ACT,LAS,103.0
ACT,LAX,129.0
ACT,LBB,19.0
ACT,LCH,1.0
ACT,LEX,19.0
ACT,LFT,3.0
ACT,LGA,78.0
ACT,LIT,17.0
ACT,LRD,4.0
ACT,LSE,1.0
ACT,LYH,3.0
ACT,MAF,17.0
ACT,MCI,77.0
ACT,MCO,116.0
ACT,MDT,7.0
ACT,MEM,47.0
ACT,MFE,13.0
ACT,MFR,4.0
ACT,MGM,12.0
ACT,MHK,12.0
ACT,MHT,2.0
ACT,MIA,43.0
ACT,MKE,34.0
ACT,MLI,8.0
ACT,MLU,3.0
ACT,MOB,12.0
ACT,MQT,3.0
ACT,MRY,4.0
ACT,MSN,32.0
ACT,MSP,78.0
ACT,MSY,78.0
ACT,MTJ,2.0
ACT,MYR,3.0
ACT,OAJ,2.0
ACT,OKC,17.0
ACT,OMA,40.0
ACT,ONT,56.0
ACT,ORD,161.0
ACT,ORF,12.0
ACT,PBG,1.0
ACT,PBI,16.0
ACT,PDX,54.0
ACT,PHL,86.0
ACT,PHX,134.0
ACT,PIA,2.0
ACT,PIT,62.0
ACT,PNS,10.0
ACT,PSP,13.0
ACT,PUW,1.0
ACT,PVD,6.0
ACT,PVU,1.0
ACT,PWM,8.0
ACT,RAP,9.0
ACT,RDD,1.0
ACT,RDM,6.0
ACT,RDU,79.0
ACT,RIC,17.0
ACT,RNO,38.0
ACT,ROA,6.0
ACT,ROC,3.0
ACT,ROW,3.0
ACT,RST,2.0
ACT,RSW,20.0
ACT,SAF,7.0
ACT,SAN,111.0
ACT,SAT,9.0
ACT,SAV,23.0
ACT,SBA,7.0
ACT,SBN,17.0
ACT,SBP,2.0
ACT,SCE,2.0
ACT,SDF,36.0
ACT,SEA,106.0
ACT,SFO,111.0
ACT,SGF,31.0
ACT,SGU,2.0
ACT,SHV,2.0
ACT,SJC,18.0
ACT,SJU,18.0
ACT,SLC,68.0
ACT,SMF,48.0
ACT,SNA,86.0
ACT,SPI,1.0
ACT,SRQ,10.0
ACT,STL,56.0
ACT,STS,3.0
ACT,STT,1.0
ACT,SWO,4.0
ACT,SYR,5.0
ACT,TLH,4.0
ACT,TPA,77.0
ACT,TRI,5.0
ACT,TUL,20.0
ACT,TUS,51.0
ACT,TVC,4.0
ACT,TVF,1.0
ACT,TYR,1.0
ACT,TYS,43.0
ACT,VEL,2.0
ACT,VPS,27.0
ACT,XNA,36.0
ACT,YKM,3.0
ACT,YUM,4.0
ACV,ABE,1.0
ACV,ABQ,72.0
ACV,ALB,15.0
ACV,AMA,3.0
ACV,ANC,17.0
ACV,ASE,7.0
ACV,ATL,97.0
ACV,ATW,7.0
ACV,AUS,124.0
ACV,AVL,9.0
ACV,AVP,2.0
ACV,BDL,36.0
ACV,BET,1.0
ACV,BFL,25.0
ACV,BGR,3.0
ACV,BHM,14.0
ACV,BIH,2.0
ACV,BIL,14.0
ACV,BIS,4.0
ACV,BLI,1.0
ACV,BMI,1.0
ACV,BNA,86.0
ACV,BOI,68.0
ACV,BOS,178.0
ACV,BQN,1.0
ACV,BRO,1.0
ACV,BTR,4.0
ACV,BTV,16.0
ACV,BUF,9.0
ACV,BUR,2979.0
ACV,BWI,73.0
ACV,BZN,26.0
ACV,CAE,2.0
ACV,CAK,1.0
ACV,CHA,4.0
ACV,CHO,6.0
ACV,CHS,8.0
ACV,CID,17.0
ACV,CLE,46.0
ACV,CLT,51.0
ACV,CMH,36.0
ACV,CMX,1.0
ACV,COD,4.0
ACV,COS,16.0
ACV,CPR,3.0
ACV,CRP,8.0
ACV,CRW,2.0
ACV,CVG,31.0
ACV,DAY,9.0
ACV,DCA,32.0
ACV,DEN,620.0
ACV,DFW,133.0
ACV,DIK,2.0
ACV,DLH,1.0
ACV,DRO,8.0
ACV,DSM,29.0
ACV,DTW,58.0
ACV,ECP,2.0
ACV,EGE,1.0
ACV,ELP,7.0
ACV,ESC,1.0
ACV,EWR,208.0
ACV,EYW,2.0
ACV,FAR,9.0
ACV,FAT,67.0
ACV,FCA,6.0
ACV,FLL,50.0
ACV,FNT,1.0
ACV,FSD,14.0
ACV,FWA,5.0
ACV,GEG,56.0
ACV,GJT,9.0
ACV,GPT,1.0
ACV,GRB,1.0
ACV,GRR,43.0
ACV,GSO,10.0
ACV,GSP,7.0
ACV,GTF,5.0
ACV,GTR,1.0
ACV,HDN,2.0
ACV,HNL,95.0
ACV,HPN,1.0
ACV,HSV,7.0
ACV,HYS,1.0
ACV,IAD,198.0
ACV,IAH,176.0
ACV,ICT,15.0
ACV,IDA,3.0
ACV,ILM,2.0
ACV,IND,51.0
ACV,IPL,2.0
ACV,ITO,5.0
ACV,JAC,4.0
ACV,JAN,3.0
ACV,JAX,24.0
ACV,JFK,1.0
ACV,KOA,43.0
ACV,LAS,347.0
ACV,LAX,1347.0
ACV,LBB,4.0
ACV,LBF,1.0
ACV,LCH,2.0
ACV,LEX,7.0
ACV,LGA,34.0
ACV,LIH,36.0
ACV,LIT,15.0
ACV,LNK,6.0
ACV,LWS,1.0
ACV,MAF,7.0
ACV,MBS,1.0
ACV,MCI,88.0
ACV,MCO,99.0
ACV,MDT,4.0
ACV,MEI,1.0
ACV,MEM,23.0
ACV,MFE,2.0
ACV,MIA,26.0
ACV,MKE,33.0
ACV,MKG,1.0
ACV,MKK,1.0
ACV,MLI,4.0
ACV,MOB,3.0
ACV,MOT,1.0
ACV,MRY,12.0
ACV,MSN,17.0
ACV,MSO,4.0
ACV,MSP,122.0
ACV,MSY,74.0
ACV,MTJ,5.0
ACV,MYR,5.0
ACV,OGG,33.0
ACV,OKC,28.0
ACV,OMA,32.0
ACV,OME,1.0
ACV,ONT,128.0
ACV,ORD,257.0
ACV,ORF,23.0
ACV,PBI,1.0
ACV,PHL,85.0
ACV,PHX,376.0
ACV,PIA,5.0
ACV,PIR,1.0
ACV,PIT,46.0
ACV,PNS,5.0
ACV,PRC,1.0
ACV,PSC,13.0
ACV,PSP,99.0
ACV,PVD,5.0
ACV,PWM,11.0
ACV,RAP,16.0
ACV,RDU,43.0
ACV,RIC,14.0
ACV,RIW,4.0
ACV,RNO,51.0
ACV,ROA,11.0
ACV,ROC,5.0
ACV,RSW,23.0
ACV,SAF,4.0
ACV,SAN,665.0
ACV,SAT,67.0
ACV,SAV,9.0
ACV,SBA,85.0
ACV,SBN,1.0
ACV,SBP,51.0
ACV,SCE,2.0
ACV,SDF,21.0
ACV,SEA,222.0
ACV,SFO,1344.0
ACV,SGF,12.0
ACV,SGU,1.0
ACV,SHV,8.0
ACV,SJU,11.0
ACV,SLC,105.0
ACV,SLN,2.0
ACV,SMF,71.0
ACV,SNA,173.0
ACV,SRQ,1.0
ACV,STL,59.0
ACV,STT,1.0
ACV,SUN,2.0
ACV,SYR,16.0
ACV,TLH,2.0
ACV,TPA,82.0
ACV,TUL,43.0
ACV,TUS,41.0
ACV,TVC,8.0
ACV,TYS,28.0
ACV,XNA,15.0
ACV,XWA,1.0
ACY,ABQ,2.0
ACY,ACT,1.0
ACY,AEX,1.0
ACY,AGS,7.0
ACY,ALB,2.0
ACY,AMA,2.0
ACY,ANC,1.0
ACY,ART,3.0
ACY,ATL,115.0
ACY,ATW,2.0
ACY,AUS,21.0
ACY,AVL,2.0
ACY,AZO,2.0
ACY,BDL,1.0
ACY,BFL,1.0
ACY,BGR,3.0
ACY,BHM,14.0
ACY,BNA,41.0
ACY,BOS,62.0
ACY,BPT,1.0
ACY,BTR,1.0
ACY,BTV,2.0
ACY,BUF,15.0
ACY,BUR,1.0
ACY,CAE,12.0
ACY,CHA,3.0
ACY,CHS,26.0
ACY,CID,3.0
ACY,CLE,26.0
ACY,CLL,1.0
ACY,CLT,63.0
ACY,CMH,32.0
ACY,COS,2.0
ACY,CRP,3.0
ACY,CRW,1.0
ACY,CVG,14.0
ACY,DAY,5.0
ACY,DCA,4.0
ACY,DEN,17.0
ACY,DFW,99.0
ACY,DSM,4.0
ACY,DTW,32.0
ACY,ECP,1.0
ACY,ELP,4.0
ACY,EWN,2.0
ACY,EYW,3.0
ACY,FAR,1.0
ACY,FAT,3.0
ACY,FAY,1.0
ACY,FLL,8693.0
ACY,FSD,4.0
ACY,FWA,1.0
ACY,GEG,1.0
ACY,GJT,1.0
ACY,GNV,1.0
ACY,GRR,6.0
ACY,GSO,14.0
ACY,GSP,16.0
ACY,HOU,1.0
ACY,HRL,1.0
ACY,HSV,3.0
ACY,IAH,44.0
ACY,ILM,11.0
ACY,IND,22.0
ACY,JAN,1.0
ACY,JAX,27.0
ACY,LAN,1.0
ACY,LAS,37.0
ACY,LAX,34.0
ACY,LBB,1.0
ACY,LEX,3.0
ACY,LIT,2.0
ACY,LRD,1.0
ACY,LSE,2.0
ACY,MAF,2.0
ACY,MCI,17.0
ACY,MCO,11795.0
ACY,MEM,13.0
ACY,MFE,2.0
ACY,MHK,1.0
ACY,MHT,15.0
ACY,MIA,8.0
ACY,MKE,9.0
ACY,MOB,2.0
ACY,MSN,3.0
ACY,MSO,1.0
ACY,MSP,12.0
ACY,MSY,101.0
ACY,MYR,4004.0
ACY,OAK,1.0
ACY,OKC,4.0
ACY,OMA,4.0
ACY,ONT,5.0
ACY,ORD,59.0
ACY,ORF,11.0
ACY,PBI,5281.0
ACY,PDX,3.0
ACY,PHX,38.0
ACY,PIT,21.0
ACY,PNS,46.0
ACY,PSP,3.0
ACY,PVD,13.0
ACY,PWM,9.0
ACY,RAP,2.0
ACY,RDM,1.0
ACY,RDU,47.0
ACY,RIC,7.0
ACY,RNO,8.0
ACY,ROA,1.0
ACY,ROC,8.0
ACY,RSW,6362.0
ACY,SAN,16.0
ACY,SAT,40.0
ACY,SAV,13.0
ACY,SBA,2.0
ACY,SBP,2.0
ACY,SCE,1.0
ACY,SDF,9.0
ACY,SEA,5.0
ACY,SFO,22.0
ACY,SGF,4.0
ACY,SHV,1.0
ACY,SJC,2.0
ACY,SJT,1.0
ACY,SJU,174.0
ACY,SLC,7.0
ACY,SMF,8.0
ACY,SNA,1.0
ACY,SRQ,4.0
ACY,STL,13.0
ACY,STT,79.0
ACY,STX,4.0
ACY,SYR,2.0
ACY,TLH,2.0
ACY,TPA,5512.0
ACY,TRI,2.0
ACY,TUL,5.0
ACY,TUS,5.0
ACY,TYR,1.0
ACY,TYS,10.0
ACY,XNA,3.0
ADK,ANC,141.0
ADK,BOI,1.0
ADK,CVG,1.0
ADK,DEN,2.0
ADK,FAI,7.0
ADK,GEG,1.0
ADK,HNL,2.0
ADK,IAD,1.0
ADK,JNU,3.0
ADK,KTN,1.0
ADK,LAS,1.0
ADK,ORD,1.0
ADK,PDX,8.0
ADK,PSC,1.0
ADK,RDU,2.0
ADK,RNO,1.0
ADK,SAT,1.0
ADK,SEA,18.0
ADK,SFO,1.0
ADK,SIT,2.0
ADK,SLC,1.0
ADK,SMF,1.0
ADK,STL,1.0
ADK,STS,1.0
ADQ,ABQ,14.0
ADQ,AEX,1.0
ADQ,ALB,4.0
ADQ,ALW,4.0
ADQ,ANC,4382.0
ADQ,ATL,38.0
ADQ,ATW,1.0
ADQ,AUS,22.0
ADQ,BDL,5.0
ADQ,BET,20.0
ADQ,BFL,1.0
ADQ,BHM,1.0
ADQ,BIL,15.0
ADQ,BLI,10.0
ADQ,BNA,30.0
ADQ,BOI,50.0
ADQ,BOS,56.0
ADQ,BRW,11.0
ADQ,BTV,1.0
ADQ,BUF,2.0
ADQ,BUR,10.0
ADQ,BWI,26.0
ADQ,BZN,12.0
ADQ,CDB,2.0
ADQ,CDV,14.0
ADQ,CHS,12.0
ADQ,CLE,8.0
ADQ,CLT,1.0
ADQ,CMH,8.0
ADQ,CRP,1.0
ADQ,CRW,1.0
ADQ,CVG,3.0
ADQ,DAL,1.0
ADQ,DAY,3.0
ADQ,DCA,14.0
ADQ,DEN,99.0
ADQ,DFW,49.0
ADQ,DTW,25.0
ADQ,DUT,5.0
ADQ,EAT,4.0
ADQ,ECP,1.0
ADQ,ELP,3.0
ADQ,EUG,33.0
ADQ,EVV,1.0
ADQ,EWR,15.0
ADQ,EYW,1.0
ADQ,FAI,188.0
ADQ,FAR,4.0
ADQ,FAT,11.0
ADQ,FCA,8.0
ADQ,FLL,10.0
ADQ,GEG,54.0
ADQ,GJT,1.0
ADQ,GPT,1.0
ADQ,GRR,6.0
ADQ,GSO,1.0
ADQ,GSP,1.0
ADQ,GST,1.0
ADQ,GTF,5.0
ADQ,HLN,1.0
ADQ,HNL,89.0
ADQ,HOM,5.0
ADQ,HOU,1.0
ADQ,HSV,4.0
ADQ,IAD,37.0
ADQ,IAH,32.0
ADQ,ICT,2.0
ADQ,IDA,12.0
ADQ,IND,11.0
ADQ,JAN,2.0
ADQ,JAX,6.0
ADQ,JFK,29.0
ADQ,JNU,116.0
ADQ,KLW,1.0
ADQ,KOA,34.0
ADQ,KTN,35.0
ADQ,LAS,79.0
ADQ,LAX,105.0
ADQ,LBB,1.0
ADQ,LIH,15.0
ADQ,LIT,4.0
ADQ,MAF,1.0
ADQ,MCI,24.0
ADQ,MCO,51.0
ADQ,MEM,1.0
ADQ,MFR,19.0
ADQ,MIA,15.0
ADQ,MKE,6.0
ADQ,MKK,1.0
ADQ,MLI,2.0
ADQ,MOB,8.0
ADQ,MRY,1.0
ADQ,MSO,14.0
ADQ,MSP,89.0
ADQ,MSY,27.0
ADQ,OAK,16.0
ADQ,OGG,11.0
ADQ,OKC,7.0
ADQ,OMA,8.0
ADQ,OME,10.0
ADQ,ONT,17.0
ADQ,ORD,70.0
ADQ,ORF,31.0
ADQ,OTZ,5.0
ADQ,PAE,9.0
ADQ,PDX,129.0
ADQ,PHL,28.0
ADQ,PHX,98.0
ADQ,PIT,10.0
ADQ,PNS,4.0
ADQ,PSC,14.0
ADQ,PSG,11.0
ADQ,PSP,10.0
ADQ,PUW,16.0
ADQ,PVD,3.0
ADQ,RDD,3.0
ADQ,RDM,22.0
ADQ,RDU,36.0
ADQ,RIC,4.0
ADQ,RNO,18.0
ADQ,ROC,1.0
ADQ,RSW,6.0
ADQ,SAN,110.0
ADQ,SAT,14.0
ADQ,SAV,3.0
ADQ,SBA,7.0
ADQ,SBP,6.0
ADQ,SCC,2.0
ADQ,SDF,2.0
ADQ,SEA,525.0
ADQ,SFO,48.0
ADQ,SGF,3.0
ADQ,SHV,1.0
ADQ,SIT,36.0
ADQ,SJC,10.0
ADQ,SJT,1.0
ADQ,SJU,2.0
ADQ,SLC,74.0
ADQ,SMF,62.0
ADQ,SNA,18.0
ADQ,SNP,1.0
ADQ,STL,11.0
ADQ,STS,5.0
ADQ,TLH,1.0
ADQ,TPA,18.0
ADQ,TUL,6.0
ADQ,TUS,20.0
ADQ,TVC,6.0
ADQ,TYS,3.0
ADQ,VPS,1.0
ADQ,WRG,4.0
ADQ,XNA,1.0
ADQ,YAK,1.0
ADQ,YKM,1.0
ADQ,YUM,3.0
AEX,ABE,16.0
AEX,ABI,9.0
AEX,ABQ,51.0
AEX,ABR,2.0
AEX,ABY,3.0
AEX,ACK,2.0
AEX,ACY,1.0
AEX,ADQ,1.0
AEX,AGS,22.0
AEX,ALB,16.0
AEX,AMA,10.0
AEX,ANC,88.0
AEX,APN,1.0
AEX,ART,7.0
AEX,ASE,5.0
AEX,ATL,639.0
AEX,ATW,12.0
AEX,AUS,55.0
AEX,AVL,20.0
AEX,AVP,2.0
AEX,AZO,1.0
AEX,BDL,44.0
AEX,BFL,3.0
AEX,BGR,6.0
AEX,BHM,27.0
AEX,BIL,15.0
AEX,BIS,8.0
AEX,BMI,3.0
AEX,BNA,212.0
AEX,BOI,41.0
AEX,BOS,111.0
AEX,BQK,1.0
AEX,BRO,7.0
AEX,BTV,15.0
AEX,BUF,24.0
AEX,BUR,13.0
AEX,BWI,93.0
AEX,BZN,19.0
AEX,CAE,49.0
AEX,CDC,1.0
AEX,CEZ,1.0
AEX,CHA,26.0
AEX,CHO,15.0
AEX,CHS,45.0
AEX,CID,13.0
AEX,CIU,1.0
AEX,CKB,1.0
AEX,CLE,44.0
AEX,CLT,86.0
AEX,CMH,65.0
AEX,COS,100.0
AEX,COU,7.0
AEX,CPR,3.0
AEX,CRP,11.0
AEX,CRW,15.0
AEX,CSG,23.0
AEX,CVG,103.0
AEX,CWA,2.0
AEX,DAB,14.0
AEX,DAY,41.0
AEX,DCA,184.0
AEX,DEN,140.0
AEX,DFW,398.0
AEX,DHN,6.0
AEX,DLH,4.0
AEX,DRO,15.0
AEX,DSM,25.0
AEX,DTW,111.0
AEX,ECP,13.0
AEX,EGE,14.0
AEX,EKO,2.0
AEX,ELM,3.0
AEX,ELP,115.0
AEX,ESC,1.0
AEX,EUG,16.0
AEX,EVV,8.0
AEX,EWN,2.0
AEX,EWR,74.0
AEX,EYW,15.0
AEX,FAI,8.0
AEX,FAR,11.0
AEX,FAT,25.0
AEX,FAY,92.0
AEX,FCA,5.0
AEX,FLG,5.0
AEX,FLL,74.0
AEX,FLO,1.0
AEX,FNT,4.0
AEX,FSD,13.0
AEX,FSM,1.0
AEX,FWA,11.0
AEX,GCC,1.0
AEX,GCK,2.0
AEX,GEG,29.0
AEX,GFK,4.0
AEX,GJT,10.0
AEX,GNV,6.0
AEX,GRB,6.0
AEX,GRI,2.0
AEX,GRK,13.0
AEX,GRR,23.0
AEX,GSO,26.0
AEX,GSP,36.0
AEX,GUC,11.0
AEX,HDN,5.0
AEX,HHH,1.0
AEX,HIB,1.0
AEX,HNL,38.0
AEX,HPN,10.0
AEX,HRL,7.0
AEX,HSV,32.0
AEX,IAD,71.0
AEX,ICT,15.0
AEX,IDA,3.0
AEX,ILM,21.0
AEX,IMT,1.0
AEX,IND,87.0
AEX,ITH,1.0
AEX,JAC,12.0
AEX,JAX,77.0
AEX,JFK,46.0
AEX,JNU,1.0
AEX,KOA,2.0
AEX,LAS,163.0
AEX,LAW,9.0
AEX,LAX,126.0
AEX,LBB,13.0
AEX,LEX,19.0
AEX,LGA,99.0
AEX,LGB,2.0
AEX,LIH,1.0
AEX,LNK,1.0
AEX,LRD,6.0
AEX,LSE,4.0
AEX,LYH,2.0
AEX,MAF,119.0
AEX,MBS,1.0
AEX,MCI,104.0
AEX,MCO,256.0
AEX,MDT,24.0
AEX,MDW,24.0
AEX,MFE,42.0
AEX,MFR,10.0
AEX,MGM,8.0
AEX,MHK,10.0
AEX,MHT,4.0
AEX,MIA,97.0
AEX,MKE,31.0
AEX,MKG,1.0
AEX,MLB,10.0
AEX,MLI,12.0
AEX,MOT,4.0
AEX,MRY,8.0
AEX,MSN,23.0
AEX,MSO,38.0
AEX,MSP,79.0
AEX,MTJ,2.0
AEX,MWA,1.0
AEX,MYR,25.0
AEX,OAJ,9.0
AEX,OAK,5.0
AEX,OGG,5.0
AEX,OKC,46.0
AEX,OMA,35.0
AEX,ONT,46.0
AEX,ORD,150.0
AEX,ORF,62.0
AEX,PBI,52.0
AEX,PDX,79.0
AEX,PHF,5.0
AEX,PHL,125.0
AEX,PHX,133.0
AEX,PIA,4.0
AEX,PIT,82.0
AEX,PLN,2.0
AEX,PNS,8.0
AEX,PSC,7.0
AEX,PSP,16.0
AEX,PVD,24.0
AEX,PWM,17.0
AEX,RAP,6.0
AEX,RDM,10.0
AEX,RDU,199.0
AEX,RHI,1.0
AEX,RIC,65.0
AEX,RNO,25.0
AEX,ROA,10.0
AEX,ROC,24.0
AEX,ROW,4.0
AEX,RST,3.0
AEX,RSW,28.0
AEX,SAF,7.0
AEX,SAN,90.0
AEX,SAT,89.0
AEX,SAV,73.0
AEX,SBA,1.0
AEX,SBN,11.0
AEX,SBP,9.0
AEX,SBY,3.0
AEX,SDF,68.0
AEX,SEA,193.0
AEX,SFO,78.0
AEX,SGF,36.0
AEX,SGU,1.0
AEX,SJC,21.0
AEX,SJT,16.0
AEX,SJU,43.0
AEX,SLC,134.0
AEX,SMF,72.0
AEX,SNA,45.0
AEX,SPS,1.0
AEX,SRQ,17.0
AEX,STL,80.0
AEX,STS,3.0
AEX,STT,4.0
AEX,STX,3.0
AEX,SWO,1.0
AEX,SYR,64.0
AEX,TBN,2.0
AEX,TLH,19.0
AEX,TPA,115.0
AEX,TRI,10.0
AEX,TUL,28.0
AEX,TUS,48.0
AEX,TVC,6.0
AEX,TYR,1.0
AEX,TYS,37.0
AEX,VLD,10.0
AEX,VPS,6.0
AEX,XNA,17.0
AEX,XWA,4.0
AEX,YKM,1.0
AEX,YUM,4.0
AGN,DEN,1.0
AGS,ABE,58.0
AGS,ABI,13.0
AGS,ABQ,197.0
AGS,ABR,2.0
AGS,ABY,2.0
AGS,ACK,5.0
AGS,ACT,2.0
AGS,ACY,7.0
AGS,AEX,22.0
AGS,ALB,109.0
AGS,ALO,1.0
AGS,AMA,28.0
AGS,ANC,72.0
AGS,AOO,1.0
AGS,APN,3.0
AGS,ART,10.0
AGS,ASE,5.0
AGS,ATL,226.0
AGS,ATW,64.0
AGS,AUG,1.0
AGS,AUS,471.0
AGS,AVL,1.0
AGS,AVP,51.0
AGS,AZO,3.0
AGS,BDL,205.0
AGS,BFL,19.0
AGS,BGR,33.0
AGS,BHM,29.0
AGS,BIL,11.0
